Time (Red),Time,ABV (Red),ABV (Yellow),ABV (Green),X Red g/l,X  Yellow g/L,X Green g/L,ln(X_t/Xto) Red,ln(X_t/Xto) Yellow,ln(X_t/Xto)  Green,,,,,,,,,mu_max (min^-1)
1/29/24 20:06,3:22,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 20:22,3:39,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 20:39,3:56,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 20:56,4:12,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 21:02,4:18,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 21:07,4:24,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 21:13,4:29,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 21:18,4:35,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 21:24,4:40,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 21:40,4:57,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 21:46,5:02,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 21:57,5:14,3.9375,3.94,4.33,8092.712395,8092.712395,17033.00714,7.006289067,7.006289067,7.750478172,,,,,,,,,
1/29/24 22:03,5:19,3.9375,4.07,4.33,8092.712395,9944.237584,17033.00714,7.006289067,7.21231836,7.750478172,,,,,,,,,
1/29/24 22:14,5:30,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/29/24 22:31,5:47,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/29/24 22:42,5:58,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/29/24 22:47,6:04,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/29/24 22:53,6:09,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/29/24 23:10,6:26,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/29/24 23:15,6:32,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/29/24 23:32,6:48,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/29/24 23:38,6:54,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/29/24 23:54,7:11,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 0:06,7:22,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 0:11,7:28,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 0:22,7:39,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 0:28,7:45,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 0:45,8:01,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 0:50,8:07,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 0:56,8:13,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 1:02,8:18,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 1:13,8:29,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 1:18,8:35,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 1:35,8:52,,3.94,4.46,,8092.712395,25238.64546,,7.006289067,8.143701484,,,,,,,,,
1/30/24 1:52,9:08,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 2:03,9:20,,3.94,4.46,,8092.712395,25238.64546,,7.006289067,8.143701484,,,,,,,,,
1/30/24 2:08,9:25,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 2:25,9:42,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 2:42,9:59,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 2:47,10:04,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 3:04,10:21,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 3:10,10:27,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 3:16,10:32,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 3:21,10:38,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 3:27,10:43,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 3:38,10:55,,4.33,4.33,,17033.00714,17033.00714,,7.750478172,7.750478172,,,,,,,,,
1/30/24 3:44,11:00,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 4:01,11:17,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 4:17,11:34,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 4:23,11:40,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 4:40,11:57,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 4:57,12:14,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 5:14,12:31,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 5:31,12:48,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 5:43,12:59,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 5:59,13:16,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 6:05,13:22,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 6:11,13:28,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 6:17,13:33,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 6:22,13:39,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 6:34,13:50,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 6:39,13:56,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 6:45,14:01,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 6:50,14:07,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 7:07,14:24,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 7:24,14:40,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 7:35,14:52,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 7:41,14:57,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 7:46,15:03,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 7:52,15:08,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 7:58,15:15,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 8:15,15:31,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 8:32,15:48,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 8:48,16:05,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 8:54,16:10,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 9:11,16:27,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 9:16,16:33,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 9:33,16:50,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 9:39,16:55,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 9:50,17:06,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 9:56,17:12,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 10:01,17:18,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 10:18,17:35,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 10:24,17:40,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 10:35,17:52,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 10:41,17:57,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 10:58,18:15,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 11:16,18:32,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 11:33,18:49,,3.94,4.33,,8092.712395,17033.00714,,7.006289067,7.750478172,,,,,,,,,
1/30/24 11:39,18:56,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 11:56,19:13,,4.20,4.33,,12660.72316,17033.00714,,7.453829651,7.750478172,,,,,,,,,
1/30/24 12:02,19:19,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 12:19,19:35,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 12:25,19:41,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 12:42,19:58,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 12:59,20:15,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 13:16,20:33,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 13:33,20:49,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 13:50,21:06,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 13:56,21:13,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 14:02,21:18,,4.07,4.33,,9944.237584,17033.00714,,7.21231836,7.750478172,,,,,,,,,
1/30/24 14:08,21:25,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 14:14,21:30,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 14:32,21:48,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 14:49,22:05,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 15:06,22:22,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 15:24,22:40,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 15:41,22:58,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 15:47,23:03,,4.33,4.46,,17033.00714,25238.64546,,7.750478172,8.143701484,,,,,,,,,
1/30/24 15:53,23:09,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 15:58,23:15,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 16:04,23:20,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 16:21,23:37,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 16:27,23:43,,4.20,4.46,,12660.72316,25238.64546,,7.453829651,8.143701484,,,,,,,,,
1/30/24 16:32,23:49,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 16:50,0:07,,4.07,4.46,,9944.237584,25238.64546,,7.21231836,8.143701484,,,,,,,,,
1/30/24 16:56,0:13,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 17:02,0:18,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 17:13,0:30,,3.94,,,8092.712395,,,7.006289067,,,,,,,,,,
1/30/24 17:19,0:35,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 17:36,0:52,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 17:53,1:10,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 18:05,1:21,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 18:23,1:39,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 18:34,1:50,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 18:45,2:02,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 19:03,2:19,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 19:14,2:31,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 19:20,2:37,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 19:37,2:54,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 19:43,2:59,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 20:01,3:17,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 20:12,3:28,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 20:28,3:45,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 20:34,3:50,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 20:40,3:56,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 20:51,4:08,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 21:08,4:25,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 21:25,4:42,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 21:31,4:47,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 21:42,4:59,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 21:59,5:16,,4.33,,,17033.00714,,,7.750478172,,,,,,,,,,
1/30/24 22:05,5:21,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 22:22,5:39,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 22:28,5:44,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/30/24 22:39,5:56,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 22:56,6:13,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 23:13,6:30,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 23:31,6:47,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 23:48,7:04,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/30/24 23:59,7:15,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 0:16,7:32,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 0:33,7:49,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 0:50,8:07,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 1:07,8:24,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 1:24,8:41,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 1:42,8:58,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 1:59,9:16,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 2:16,9:33,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 2:33,9:50,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 2:45,10:01,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 3:01,10:18,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 3:18,10:35,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 3:35,10:52,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 3:53,11:10,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 4:10,11:26,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 4:16,11:32,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 4:21,11:38,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 4:40,11:56,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 4:56,12:13,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 5:13,12:30,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 5:19,12:36,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 5:25,12:41,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 5:30,12:47,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 5:47,13:04,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 6:04,13:21,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 6:10,13:26,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 6:15,13:32,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 6:33,13:49,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 6:50,14:07,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 7:07,14:24,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 7:24,14:41,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 7:41,14:58,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 7:52,15:09,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 8:04,15:20,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 8:21,15:38,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 8:27,15:43,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 8:43,16:00,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 9:01,16:17,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 9:12,16:29,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 9:29,16:45,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 9:34,16:51,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 9:46,17:02,,3.94,,,8092.712395,,,7.006289067,,,,,,,,,,
1/31/24 9:51,17:08,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 10:09,17:25,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 10:26,17:43,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 10:43,18:00,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 10:49,18:05,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 11:06,18:22,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 11:11,18:28,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 11:17,18:34,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 11:23,18:39,,3.94,,,8092.712395,,,7.006289067,,,,,,,,,,
1/31/24 11:29,18:45,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 11:46,19:02,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 12:05,19:22,,3.94,,,8092.712395,,,7.006289067,,,,,,,,,,
1/31/24 12:11,19:28,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 12:17,19:33,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 12:34,19:50,,4.07,,,9944.237584,,,7.21231836,,,,,,,,,,
1/31/24 12:51,20:08,,4.20,,,12660.72316,,,7.453829651,,,,,,,,,,
1/31/24 13:03,20:20,,4.33,,,17033.00714,,,7.750478172,,,,,,,,,,
